Oppo_OpportunityId,Oppo_PrimaryCompanyId,Oppo_PrimaryPersonId,Oppo_AssignedUserId,Oppo_ChannelId,Oppo_Description,Oppo_Type,Oppo_Product,Oppo_Source,Oppo_Note,Oppo_CustomerRef,Oppo_Opened,Oppo_Closed,Oppo_Status,Oppo_Stage,Oppo_Forecast,Oppo_Certainty,Oppo_Priority,Oppo_TargetClose,Oppo_CreatedBy,Oppo_CreatedDate,Oppo_UpdatedBy,Oppo_UpdatedDate,Oppo_TimeStamp,Oppo_Deleted,Oppo_Total,Oppo_NotifyTime,Oppo_SMSSent,Oppo_WaveItemId,Oppo_SecTerr,Oppo_WorkflowId,Oppo_LeadID,Oppo_Forecast_CID,Oppo_Total_CID,oppo_scenario,oppo_decisiontimeframe,oppo_Currency,oppo_TotalOrders_CID,oppo_TotalOrders,oppo_totalQuotes_CID,oppo_totalQuotes,oppo_NoDiscAmtSum,oppo_NoDiscAmtSum_CID,Oppo_PrimaryAccountId,oppo_SCRMcompetitor,oppo_SCRMwinner,oppo_SCRMreasonforloss,Oppo_SCRMIsCrossSell,Oppo_SCRMOriginalOppoId,oppo_TalendExterKey,oppo_obfuscated,oppo_note_qualif,oppo_Date_Q_Qualif,oppo_cout,oppo_cout_CID
7473,3187,3293,31,NULL,RADIUS - WP2 & WP3,Desogn_Service,NULL,NULL,"Tranches optionnelles du projet RADIUS avec dev de blocs transceiver et microbeamforming
puis Testchip

Décision Vermon sur H1'24",NULL,00:00.0,00:00.0,Won,Negotiating,450000,100,NULL,00:00.0,31,16:34.0,31,49:22.0,49:22.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7474,17484,25640,27,NULL,CAPELLA-Digital-MPW2,Desogn_Service,NULL,NULL,Reprise puce RF,NULL,00:00.0,00:00.0,Won,Negotiating,325000,100,NULL,00:00.0,27,45:08.0,27,34:29.0,34:29.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7475,19881,24510,27,NULL,SAMOS,Desogn_Service,NULL,NULL,P&R 2 puces,NULL,00:00.0,NULL,Abandonne,Construction offre,2600000,1,NULL,00:00.0,27,05:53.0,27,36:11.0,36:11.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7476,3176,3277,31,NULL,Livraison Chara v1b en Waffle Pack,Desogn_Service,NULL,NULL,Pour livraison des 2300 circuits WLSP,NULL,00:00.0,00:00.0,Won,Negotiating,8400,100,NULL,00:00.0,31,21:12.0,31,40:05.0,40:05.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2500,2
7477,3176,3277,31,NULL,Charav1b - cartes de démo/dev,Desogn_Service,NULL,NULL,10 cartes de démo/dev avec Chara v1b en QFN + accéléromètre fournis par le client,NULL,00:00.0,00:00.0,Won,Negotiating,11200,100,NULL,00:00.0,31,22:22.0,31,39:46.0,39:46.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3300,2
7478,19796,24377,27,NULL,OXYGENB-Respin,Desogn_Service,NULL,NULL,Reprise du design OxyB,NULL,00:00.0,00:00.0,Won,Negotiating,30000,100,NULL,00:00.0,27,44:41.0,27,16:47.0,16:47.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7479,1072,19803,27,NULL,Beemin-Amendment5,Desogn_Service,NULL,NULL,Change request Target,NULL,00:00.0,00:00.0,Won,Negotiating,25000,100,NULL,00:00.0,27,52:45.0,27,41:55.0,41:55.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7480,17581,24467,27,NULL,Besoin support DfT,Desogn_Service,NULL,NULL,Reprise analyse STA,NULL,00:00.0,NULL,Abandonne,Evaluation technique,20000,10,NULL,00:00.0,27,49:35.0,27,14:31.0,14:31.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7481,15153,18072,27,NULL,Wallis,FTK,NULL,NULL,Companion chip Mosfet GAN,NULL,00:00.0,NULL,Abandonne,Negotiating,950000,80,NULL,00:00.0,27,51:18.0,27,48:30.0,48:30.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,241000,2
7482,18686,23167,27,NULL,WESAT-DB130,Desogn_Service,NULL,NULL,Circuit en DongBu,NULL,00:00.0,00:00.0,Won,Negotiating,65000,100,NULL,00:00.0,27,53:42.0,27,23:12.0,23:12.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7483,11714,24374,27,NULL,Pollux-ADC/DAC,Desogn_Service,NULL,NULL,design ADC et DAC en Skywater,NULL,00:00.0,NULL,Abandonne,Negotiating,195000,50,NULL,00:00.0,27,55:02.0,27,14:19.0,14:19.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7484,21004,25719,35,NULL,ASIC Ultralow power - Génération de courant,FTK,NULL,NULL,Génération de courant pour dispositif de sudation sur patch monitoring taux de glucose,NULL,00:00.0,NULL,Abandonne,Identification,1,1,NULL,00:00.0,35,05:04.0,27,49:28.0,49:28.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,",NonKnown,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7485,21006,25721,35,NULL,Selon application client - ultralowpower - wearabl,FTK,NULL,NULL,Gammao conçoit un dispositif de génération de courant par électrostatique. Possibilité de besoin selon application client,NULL,00:00.0,NULL,Abandonne,Identification,1,1,NULL,00:00.0,35,07:26.0,27,48:26.0,48:26.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2
7486,17484,25640,27,NULL,Capella-PMU-Validation SIP1,Desogn_Service,NULL,NULL,Carac PMU,NULL,00:00.0,NULL,Abandonne,Construction offre,150000,50,NULL,00:00.0,27,40:00.0,27,59:04.0,59:04.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27400,2
7487,1074,1046,27,NULL,AT,Desogn_Service,NULL,NULL,Besoin de 4-5 personnes,NULL,00:00.0,NULL,Abandonne,Qualified,0,1,NULL,00:00.0,27,41:08.0,27,22:08.0,22:08.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7488,21009,25725,27,NULL,IZAR,FTK,NULL,NULL,ASIC,NULL,00:00.0,NULL,In Progress,Qualified,3100000,10,NULL,00:00.0,27,42:01.0,27,50:17.0,50:17.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,991000,2
7489,11778,NULL,39,NULL,Design ECC&BIST pour SRAM TSMC 90nm.,Desogn_Service,NULL,NULL,"Design ECC&BIST pour SRAM TSMC 90nm.
Co-Design entre ams-OSRAM et un client",NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,36,37:45.0,27,16:29.0,16:29.0,NULL,0,16:29.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7490,21013,25730,39,NULL,Migration FPGA to ASIC,FTK,NULL,NULL,Migration FPGA to ASIC partner with DA-integrated,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,36,58:44.0,27,16:35.0,16:35.0,NULL,0,16:35.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7491,21012,25729,39,NULL,Implantable Device SoC Design Service,Desogn_Service,NULL,NULL,Implantable Device SoC Design Service,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,36,02:17.0,27,16:34.0,16:34.0,NULL,0,16:34.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7492,10263,12139,39,NULL,Alboran-Amendment1,Desogn_Service,NULL,NULL,Change request,NULL,00:00.0,00:00.0,Won,Negotiating,13000,100,NULL,00:00.0,27,12:56.0,36,20:07.0,20:07.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6000,2
7493,17566,19963,27,NULL,VEZAD3-P&R,Desogn_Service,NULL,NULL,Design,NULL,00:00.0,00:00.0,Won,Negotiating,140000,100,NULL,00:00.0,27,30:32.0,27,29:10.0,29:10.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7494,20933,25737,27,NULL,QUEMENES,FTK,NULL,NULL,ASIC,NULL,00:00.0,NULL,Abandonne,Construction offre,670000,33,NULL,00:00.0,27,44:38.0,27,45:44.0,45:44.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79300,2
7495,21023,25743,27,NULL,ASIC design,FTK,NULL,NULL,Earbud,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,59:18.0,27,47:26.0,47:26.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7496,11945,25744,27,NULL,Support en 7nm,Desogn_Service,NULL,NULL,Besoin de 15 personnes,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,22:26.0,27,19:16.0,19:16.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7497,21011,25726,27,NULL,P&R en 12nm,Desogn_Service,NULL,NULL,Regardent pour projet en 2025,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,23:34.0,27,34:32.0,34:32.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7498,21015,25734,27,NULL,ASIC,FTK,NULL,NULL,Projet à qualiifer,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,29:51.0,27,48:17.0,48:17.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7499,1157,25707,27,NULL,SALM-22FDX,Preetude,NULL,NULL,Nouvelle préétude,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,31:07.0,27,52:41.0,52:41.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7500,10299,19916,27,NULL,Vildiur,Preetude,NULL,NULL,Étude en vue ASIC,NULL,00:00.0,00:00.0,Won,Negotiating,24000,100,NULL,00:00.0,27,33:12.0,27,28:40.0,28:40.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7501,11778,NULL,39,NULL,URANUS 2 amendment,Desogn_Service,NULL,NULL,"Suite du projet, probablement au temps passé",NULL,00:00.0,00:00.0,Won,Negotiating,181440,100,NULL,00:00.0,36,10:45.0,36,20:24.0,20:24.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7502,4247,19104,27,NULL,Migration production AMKOR,FTK,NULL,NULL,Migration production AMKOR,NULL,00:00.0,NULL,Abandonne,Construction offre,130000,50,NULL,00:00.0,27,54:57.0,27,06:49.0,06:49.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87000,2
7503,17484,25640,27,NULL,CAPELLA-PMU-Validation MPW2,Desogn_Service,NULL,NULL,Validation MPW2,NULL,00:00.0,NULL,Abandonne,Construction offre,165000,50,NULL,00:00.0,27,49:20.0,27,55:22.0,55:22.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29800,2
7504,17484,25640,27,NULL,CAPELLA-PMU-Validation Full Mask,Desogn_Service,NULL,NULL,Validation PMU final,NULL,00:00.0,NULL,Abandonne,Construction offre,100000,10,NULL,00:00.0,27,56:07.0,27,28:42.0,28:42.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9700,2
7505,9061,25733,31,NULL,Services avec équipes 2 ETP,Desogn_Service,NULL,NULL,"d'avril à fin décembre 2024 dans la continuité de la collaboration avec Crocus avant rachat.
Au temps passé avec facturation mensuelle min de 25 k€ et max de 30 k€ (avec réduction sur la période estivale avec juillet:août comptabilisés comme 1 mois)",NULL,00:00.0,00:00.0,Won,Negotiating,240000,100,NULL,00:00.0,31,47:05.0,31,47:05.0,47:05.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7506,9103,10859,27,NULL,TTT22B-WP1,Desogn_Service,NULL,NULL,Commande de l'analyse du DK,NULL,00:00.0,00:00.0,Won,Negotiating,5000,100,NULL,00:00.0,27,40:37.0,27,40:37.0,40:37.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7507,17205,25694,31,NULL,SHAG-ValidPlan,Desogn_Service,NULL,NULL,"Support & conseils pour Validation PLan, analyse de résultats dans labo SilMach, et proposition pour mise en place de tests industriels (wafer et circuits packagés)

0 news sur le besoin en dépit des relances ...",NULL,00:00.0,00:00.0,Abandonne,Negotiating,15000,0,NULL,00:00.0,31,25:17.0,31,14:33.0,14:33.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7508,19850,24470,27,NULL,ASIC Design,FTK,NULL,NULL,Asic,NULL,00:00.0,NULL,NoGo,Qualified,0,10,NULL,00:00.0,27,27:46.0,27,00:46.0,00:46.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7509,15153,18072,27,NULL,Wallis-Préétude,FTK,NULL,NULL,Analyse des points durs,NULL,00:00.0,00:00.0,Won,Negotiating,100000,100,NULL,00:00.0,27,29:10.0,27,59:47.0,59:47.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7510,21029,25747,27,NULL,SAMOA,FTK,NULL,NULL,Medical,NULL,00:00.0,NULL,Abandonne,Construction offre,3150000,10,NULL,00:00.0,27,30:19.0,27,38:45.0,38:45.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1749000,2
7511,21044,25763,31,NULL,Implant monitoring hydrocéphalie,FTK,NULL,NULL,"Cf CR du 23/04/2024

Avec probablement une phase de faisabilité pour commencer

Société en liquidation depuis 09/24",NULL,00:00.0,00:00.0,Abandonne,Identification,0,0,NULL,00:00.0,31,08:53.0,31,09:44.0,09:44.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7512,20933,25737,27,NULL,Quemenes ASIC,FTK,NULL,NULL,Proto,NULL,00:00.0,NULL,In Progress,Identification,450000,1,NULL,00:00.0,27,15:04.0,27,53:03.0,53:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100000,2
7513,20982,NULL,39,NULL,Flores - WP2- Testchip,Desogn_Service,NULL,NULL,Offre à mettre à jour après le WP1,NULL,00:00.0,NULL,In Progress,Identification,1100000,10,NULL,00:00.0,36,44:00.0,39,33:42.0,33:42.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7514,2153,2217,31,NULL,3 licences X100 pour 3 mois,Desogn_Service,NULL,NULL,"Installation de 3 licences X100 sur le serveur pour Wisekey et ce pour une durée de 3 mois
ou installation de 8 Questa Sim pour 1 mois + 4 questa pour 2 mois (options 2 et 3)",NULL,00:00.0,00:00.0,Won,Negotiating,21400,100,NULL,00:00.0,31,55:22.0,31,03:58.0,03:58.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11800,2
7515,18600,25616,31,NULL,REDA100G ASIC,FTK,NULL,NULL,"complete design up to industrialization (ball park)

MAJ ce 13/06 avec boitier BGA qu'avec l'ASIC + IP de Synosys",NULL,00:00.0,00:00.0,Lost,Negotiating,10920000,0,NULL,00:00.0,31,06:15.0,31,51:32.0,51:32.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,",NonKnown,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7772000,2
7516,4247,19104,27,NULL,Avenant 23,FTK,NULL,NULL,Finalisation TPEC,NULL,00:00.0,00:00.0,Won,Negotiating,45170,100,NULL,00:00.0,27,42:15.0,27,47:00.0,47:00.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27034,2
7517,18686,23167,27,NULL,WESAT-DB130-Amd1,Desogn_Service,NULL,NULL,Add work,NULL,00:00.0,00:00.0,Won,Negotiating,20000,100,NULL,00:00.0,27,43:28.0,27,00:34.0,00:34.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7518,21037,25756,27,NULL,ASIC,FTK,NULL,NULL,ASIC pour pacemaker,NULL,00:00.0,NULL,Abandonne,Identification,0,5,NULL,00:00.0,27,55:50.0,27,46:54.0,46:54.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7519,3187,3293,31,NULL,Suze (2 ASICs dans ZeUS),FTK,NULL,NULL,"avec RADICUS2 (v2 de Radicus pour sonde ICE)
+ ASIC pour échographie cardiaque ou transoesophagienne
+ ASIC neurostimulation",NULL,00:00.0,00:00.0,Won,Negotiating,2558000,100,NULL,00:00.0,31,56:06.0,31,09:05.0,09:05.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440000,2
7520,2153,2217,31,NULL,Mérapi,Desogn_Service,NULL,NULL,"avec USB pour application type Yubikey
sur la base d'un dérivé du circuit Vésuve
Position du client de démarrer ce projet sur fond propre, potentiellement avant fin Q2-25

Mise en sommeil 17/04/2025 car manifestement nouvelle priorité SEALSQ via leur plateforme et le fait que Goggle ne passe pas commande à ce stade ...
A suivre",NULL,00:00.0,NULL,Sleap,Construction offre,995000,55,NULL,00:00.0,31,57:29.0,31,51:12.0,51:12.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7521,21048,25770,39,NULL,Design & verification,Desogn_Service,NULL,NULL,"Le service juridique de Cap Gemini en Espagne a fait une due diligence auprès de OpenChip et ils auraient/ont trouvé des malversations entre OpenChip et certaines personnes dans des instances étatiques en Espagne (corruption ou rétro commission ou quelque chose du genre).
",NULL,00:00.0,NULL,Abandonne,Evaluation technique,1000000,49,NULL,00:00.0,36,40:28.0,27,16:35.0,16:35.0,NULL,0,16:35.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7522,21054,25778,27,NULL,MOLENE-WP1,Desogn_Service,NULL,NULL,Conception d'un ASIC,NULL,00:00.0,NULL,Abandonne,Negotiating,90000,80,NULL,00:00.0,27,32:47.0,27,47:12.0,47:12.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7523,21056,25779,39,NULL,PEGASUS - WP1 Specification,FTK,NULL,NULL,"BCI (Brain Computer Interface) ASIC
WP1- 60k€
WP2 Design 700k€
WP3 Prototyping 600k€
WP4- Industrialization 750k€",NULL,00:00.0,00:00.0,Won,Negotiating,60000,100,NULL,00:00.0,36,42:42.0,36,20:46.0,20:46.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7524,3176,25780,31,NULL,15 cartes de proto Charav1b + accéléro,FTK,NULL,NULL,"Tout est dans le titre ...
Cartes comme celles livrées en Q1'24",NULL,00:00.0,00:00.0,Won,Negotiating,13400,100,NULL,00:00.0,31,12:37.0,31,07:04.0,07:04.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2700,2
7525,11778,NULL,39,NULL,URANUS 2 amendment 2,Desogn_Service,NULL,NULL,Commande supplémentaire pour finir le projet,NULL,00:00.0,00:00.0,Won,Negotiating,122880,100,NULL,00:00.0,36,17:17.0,36,21:09.0,21:09.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7526,1071,1041,39,NULL,SCM SEISAD WP1,Production,NULL,NULL,Reprise de la supply chain d'un ASIC conçu par EESY-IC,NULL,00:00.0,00:00.0,Won,Negotiating,8000,100,NULL,00:00.0,36,05:02.0,36,21:35.0,21:35.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7527,21052,25774,27,NULL,QUISTI,Desogn_Service,NULL,NULL,"Besoin de personne pour projet 22FDX

Ils ont regardé sur la seconde quinzaine les 4 offres reçues : on a été classé en 3ème position. 
•	On est très bien sur l’expérience (grenat) et la qualité des échanges
•	Notre offre était compétitive
•	Par contre, ce qui a été contre nous :
o	Tape out souhaité en décembre (nous étions sur un tape out en février)
o	On ne pouvait pas début début août 
o	Et ils ont jugé que l’on était trop petit et que si un de nos designers avait un problème, c’était un risque…
Je ne sais pas qui ils ont retenu mais ils ont commencé début août avec eux.

Je vais suivre pour savoir si le tape-out a bien été fait comme annoncé
",NULL,00:00.0,NULL,Lost,Construction offre,460000,1,NULL,00:00.0,27,53:15.0,27,32:47.0,32:47.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118000,2
