icalps_deal_id,dealname,icalps_dealforecast,icalps_dealcertainty,icalps_dealtype,icalps_dealsource,icalps_dealnotes,icalps_dealcategory,icalps_deal_created_date,closedate,hubspot_owner_id,icalps_originalstage,icalps_original_status,icalps_transformation_notes,pipeline,dealstage,amount,weighted_amount,company_association_id,contact_association_id,hubspot_company_id,hubspot_contact_id,import_batch,import_status,validation_status
7306,STAR02 (Projet P),272000.0,100,Desogn_Service,,2 personnes en BE,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,272000.0,272000.0,11945,23309.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7307,Grenat - Avenant 14 post-traitement,158000.0,100,FTK,,Post-processing des wafers metal fixés,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,158000.0,158000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7308,RTC Design,1100000.0,1,,,"Design RTC (Real Time Clock) En remplacement du produit actuel RV-4162-C7 (TSMC 0.35nm)
Technologie et nœud a déterminer.",Opportunity,2025-09-18 17:45:00,2025-09-18,34,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,1100000.0,11000.0,17569,19966.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7309,Design Carte A puce,4000000.0,0,FTK,,"Développer leur propre carte SIM (Hardware) pour permettre de mutualiser la plateforme et de l’utiliser seule ou en embarquée sur un SOC.
C’est donc 2 projets en 1 : Carte sim classique puis embarquée.
Coeur ARM ou RiscV, RAM, Flash, Cryptographic accelerator, RNG, interface UART + IP Securisée.

Au regard de la baisse actuelle du prix des cartes SIM, et des éléments issus de l'étude de faisabilité, Valid a décidé (07/08/2023) de mettre en suspend ce projet ... A voir quand la situation évoluera à nouveau ...",Opportunity,,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,4000000.0,0.0,19776,24435.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7310,Lesath-Layout avenant#2,31750.0,100,Desogn_Service,,Jours complémentaires pour tape out retardé,Opportunity,2025-09-18 07:23:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,31750.0,31750.0,7965,9540.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7311,CAPELLA-Testchip,143684.0,100,Desogn_Service,,Finalisation P&R,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,143684.0,143684.0,17484,24353.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7312,Grenat-Avenant#14 - patterns supplémentaires,6000.0,100,FTK,,6 parterns supplémentaires,Opportunity,2025-09-18 12:22:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,6000.0,6000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7313,POLLUX Design,940000.0,80,,,Design ASIC intégrant un réseau de neurone en technologie S90 (Skywater),Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,940000.0,752000.0,11714,24374.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7314,Grenat Test 1 wafer,6500.0,100,FTK,,Test d'un wafer,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,6500.0,6500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7315,ASIC,0.0,0,,,"Application Ultrason dans le médical proche des applications de Vermon. 

Le concurrent et l'application etant trop proche des applications de Vermon, le groupe Doliam a décidé qu'IC'ALPS ne donnerait pas suite sur ce projet.
Fin des discussion avec Pytheas sur ce projet. Les autres applications/projets peuvent tout de même être discuté avec Pytheas. Pour les applications ultrason, il faut consulter le groupe pour vérifier si nous pouvons avancer sur le projet.",Opportunity,,2025-09-18,34,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18623,22047.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7316,Grenat - lot prod 1-2,450000.0,100,Production,,Premiers lots de production,Opportunity,2025-09-18 03:55:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,450000.0,450000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7317,Grenat - Régularisation $,4750.0,100,FTK,,Régulariser le prix des dépenses en $ au réél,Opportunity,2025-09-18 05:26:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,4750.0,4750.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7318,ASIC,0.0,1,,,Projet ASIC mais pas de budget pour 2022,Opportunity,2025-09-18 06:17:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,19761,23307.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7319,P&R,0.0,20,,,Besoin P&R,Opportunity,2025-09-18 07:10:00,2025-09-18,27,Qualified,Abandonne,Default mapping applied,Icalps_hardware,1116419644,0.0,0.0,11580,13866.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7320,NX-TC7,195000.0,40,Desogn_Service,,P&R testchip en 7nm,Opportunity,2025-09-18 08:15:00,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,195000.0,78000.0,3180,23327.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7321,Renfort Layout-2,24600.0,100,Desogn_Service,,Suite mission Layout sur techno XFab 0.18,Opportunity,,2025-09-18,34,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,24600.0,24600.0,4246,19846.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7322,MIRZA - portage MIRA sur noeuds avancés,35000.0,100,Preetude,,"Etude de faisabilité pour envisager un portage de 
- PULSE vers techno SOI 180nm ou un peu plus fine (XT018 -> XT011 ou autres ...?)
- ACQ vers 22 nm (GF ?)",Study,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,35000.0,35000.0,3179,3284.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7323,STAR03,157000.0,100,Desogn_Service,,Design et P&R,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,157000.0,157000.0,4287,4554.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7324,CEIBO,445000.0,50,,,"Design et P&R sous système avec MCU

Devis sans CPU à 375 k",Opportunity,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,445000.0,222500.0,1095,1104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7325,Renfort Layout-1.2,13200.0,100,Desogn_Service,,"Layout sur techno XFab 0.18
intervention de juin à octobre (TO planifié en 11/2022)
avec possibilité de travail en remote (après 2 à 3 jours sur site à Clamart)
1 contrainte : utilisation des outils Mentor (Microport en contrat avec Mentor jusqu'à fin 2022, avant d'envisager un basculement vers Cadence/Virtuoso pour l efutur)

2e commande sur l'offre Renfort Layout",Opportunity,,2025-09-18,34,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,13200.0,13200.0,4246,19846.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7326,Design ASIC,70000.0,100,Desogn_Service,,"Application : Interface capteur Gaz
Partition logique 
Design RTL
Synthèse RTL 
PnR",Opportunity,,2025-09-18,34,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,70000.0,70000.0,19796,24377.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7327,Support CAD,40000.0,0,,,"Mission de support CAD sur l'année
Ressource 20% d'un temps plein

Pas de ressource pour répondre à ce besoin",Opportunity,,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,40000.0,0.0,4246,19846.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7328,Etude Faisabilité POLLUX,105000.0,100,Preetude,,"Étude de faisabilité pour l'analyse du Neurone : Surface et performance.
L’étude doit permettre de prendre une décision de GO/NoGo de la part du client.",Study,2025-09-18 00:57:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,105000.0,105000.0,11714,24374.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7329,DENEB Avenant 1-WP1,175000.0,100,Desogn_Service,,+50% IPO/IP3,Opportunity,2025-09-18 22:32:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,175000.0,175000.0,4299,4629.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7330,LESATH-OTT,0.0,50,Desogn_Service,,Reprise bloc digital et P&R,Opportunity,2025-09-18 06:47:00,2025-09-18,27,Qualified,Abandonne,Default mapping applied,Icalps_hardware,1116419644,0.0,0.0,7965,9540.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7331,Design ASIC - Carte SIM,1800000.0,0,FTK,,"En partenariat avec Tiempo

Abandon car aucun retour de longs mois ...",Opportunity,2025-09-18 14:57:00,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1800000.0,0.0,19801,24381.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7332,ADC,1.0,5,Desogn_Service,,"Design d'un ASIC intégrant un ADC
Application : Impedance Spectroscopy",Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1.0,0.05,19787,24350.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7333,Etude faisabilité VENATOR,80000.0,100,Preetude,,Étude de faisabilité pour déterminer le prix par puce atteignable.,Study,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,80000.0,80000.0,19776,24332.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7334,DENEB-Avenant 1 WP1.1,548000.0,100,Desogn_Service,,"Débug IP0 à IP3 48
IP4-7 250
Top level 250

discussion complexe pour finaliser IP0-IP3 avant les autres IP + le top",Opportunity,2025-09-18 21:33:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,548000.0,548000.0,4299,4629.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7335,TTT22 avenant 1,21000.0,100,Desogn_Service,,Affermissement Option power switch,Opportunity,2025-09-18 13:44:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,21000.0,21000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7336,Banga,1030000.0,0,,,"Low-Power SRAM Test-Chip

Sélection d'un partenaire plus gros : IC'Alps trop petit et pas assez d'expérience sur noeud avancé => Retex à faire car pas possible de continuer à répondre si toujours le même retour",Opportunity,,2025-09-18,31,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,1030000.0,0.0,10456,23299.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7337,DAC IP - 5nm - Migration,0.0,5,,,"At this moment, we are looking for a DAC IP, in an AVS application shown below. The DAC resides in our ASIC which will be on 5nm TSMC process node. 
We want to interface with an external DC/DC converter and control its output – Vavs. 

Technical Specs
•	Resolution: 8 bit
•	Voltage range: [0.4-0.8]*0.6 = 0.24V to 0.48V.
                    LSB step size is 240 mV / 256 = 0.9375 mV 
•	INL/DNL <= 1 LSB
•	Output resistance: TBD
•	Current driving capability: TBD",Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,19809,24386.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7338,PYX02-Avenant1,12000.0,100,Desogn_Service,,Prolongation mission,Opportunity,2025-09-18 20:31:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,12000.0,12000.0,9016,23259.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7339,LESATH-Avenant1,55000.0,100,Desogn_Service,,Reprise code RTL,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,55000.0,55000.0,7965,9540.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7340,ALYA-Avenant1,80000.0,100,Desogn_Service,,Poursuite préétude,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,80000.0,80000.0,1076,20984.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7341,GRENAT - Marge prod lot1-2,20172.0,100,Production,,marge sur prod,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,20172.0,20172.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7342,Avenant 1,12000.0,100,Desogn_Service,,Design partition logique Asic OxygenB,Opportunity,2025-09-18 05:12:00,2025-09-18,34,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,12000.0,12000.0,19796,24377.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7343,CAPH,1200000.0,1,FTK,,Nettoyage panneau solaire. Driveur et pulse du piezo. Envoi email mais données trop floues,Opportunity,,2025-09-18,27,Construction offre,In Progress,Mapped to Sales Pipeline,Icalps_hardware,1116419646,1200000.0,12000.0,19839,24456.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7344,Traitement wafer 3,4500.0,100,FTK,,Test d'un 3ème wafer,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,4500.0,4500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7345,Chara v1b,468000.0,100,FTK,,"v1b - 12 mois - 488 k€ (GDSII en 3 mois ...)
avec évolution à minima
+ ajout hot lot (20k€)
- tooling WLCSP (40 k€) à facturer que si nouveau",Opportunity,2025-09-18 06:11:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,468000.0,468000.0,3176,3278.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7346,Etude conso Chara v2,40000.0,100,FTK,,"étude chara v2 - 3 à 4 mois - 70 k€
réduction à 2 mois pour essai avant chara v1b => 40 k€",Opportunity,2025-09-18 07:07:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,40000.0,40000.0,3176,3278.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7347,Pré industrialisation Chara v1,245000.0,0,,,7 à 9 mois - 245 k€,Opportunity,2025-09-18 09:06:00,2025-09-18,31,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,245000.0,0.0,3176,3278.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7348,ASIC BLE+M23,400000.0,30,,,Bloc BLE+M23,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,400000.0,120000.0,4342,24462.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7349,Design ADC Ultra Low Power,0.0,1,,,Pour un ASIC qui sera réalisé par IC-Logic,Opportunity,2025-09-18 00:58:00,2025-09-18,34,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,19844,24461.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7350,ASIC Driver LED,1.0,1,,,"Developpement d'un ASIC pour une plateforme de Driver LED.
Marché : Automobile
A l'etude comme solution alternative aux COTS actuels.",Opportunity,2025-09-18 12:16:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1.0,0.01,19841,24458.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7351,SUBRA2-TIA,75000.0,30,,,"Besoin d'une préétude pour design analogique.
SERCEL n'a pas ressentit l'aspect collaboratif chez IC'Alps.
",Opportunity,,2025-09-18,39,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,75000.0,22500.0,1071,1041.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7353,Projet collaboratif,0.0,1,,,Dois regarder notre participation à un projet,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,9187,11012.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7354,LILII,1480000.0,1,FTK,,NDA en cours de signature,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1480000.0,14800.0,19821,24415.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7355,LESATH-Avenant2,15000.0,100,Desogn_Service,,Modification du LEF,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,15000.0,15000.0,7965,9540.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7356,BEEMIN - Avenant3,8000.0,100,Desogn_Service,,Add work,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,8000.0,8000.0,1072,19803.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7357,P&R circuit GF 22,0.0,50,,,Projet avec ATOS et Menta. P&R du ciircuit complet,Opportunity,,2025-09-18,27,Qualified,Abandonne,Default mapping applied,Icalps_hardware,1116419644,0.0,0.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7358,TTU55,245000.0,1,,,Theta et Talita en UMC55,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,245000.0,2450.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7359,TTT22 - 6 corners add,6000.0,100,Desogn_Service,,6 corners add selon option contrat,Opportunity,2025-09-18 11:16:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,6000.0,6000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7360,Asic Design for 2 customers,1.0,5,FTK,,A clarifier avec Joao,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1.0,0.05,19835,24447.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7361,ASIC en interface avec MEMS,1.0,5,FTK,,Développement d'un ASIC en interface avec les MEMS de Memperience,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1.0,0.05,19843,24460.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7362,P&R TSMC N5A,500000.0,0,Desogn_Service,,"Discussion préliminaire pour P&R + supply d'un circuit en TSMC 7nm pour application automotive

Suite à hebdo du 01/06, choix de la techno en N5A
Et session à 3 avec GUC le 27/06 chez VSora

+ call toutes les 2 semaines avec Khaled

Pas top embarqué avec l'arrivée de Alphawave dans le périmètre (info de début 02/2024)",Opportunity,2025-09-18 19:56:00,2025-09-18,31,Evaluation technique,Lost,Deal closed as lost,Icalps_hardware,12096415,500000.0,0.0,1139,1190.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7363,Cellule DFF spécifique,23000.0,0,,,"en technologie GF22

Echanges avec Thomas/Lucille/Guillaume : Ok pour offre budgétaire ce 24/01

Mais décision marketing pas encore entérinée chez Menta

0 nouvelle + départ de Philippe Piquet => passage en Abandon ce 17/11/23",Opportunity,2025-09-18 16:42:00,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,23000.0,0.0,4345,24513.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7364,Bloc MSC,0.0,0,,,"IP MicroSecond Channel - RTL design + verification (selon spécifications document Infineon) pour application automotive

Et demandes complémentaires pour DfT et implémentation physique

Décision le 30/01 de ne pas se positionner car ressources fort occupées + priorité aux projets ASIC complets et production si possible plutôt que bloc RTL",Opportunity,2025-09-18 22:18:00,2025-09-18,31,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4235,4390.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7365,ASIC avec eFPGA,0.0,10,,,"Mise en contact par Menta
ASIC pour application de véhicule à conduite autonome",Opportunity,,2025-09-18,31,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,19884,24514.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7366,Grenat - Lot Prod 3,234261.0,100,Production,,Prod + 7% energy,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,234261.0,234261.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7367,GRENAT - Marge prod lot 3,10086.0,100,Production,,Marge Lot prod 3,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,10086.0,10086.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7368,CAIRCPU,60000.0,100,Preetude,,"CPU ARM pour ebarquer la thérapie entre Chara et le RSL10
Offre jusqu'à GDSII : 240 k€
Pototypage restant à budgéter + planning selon choix de la technologie

Commande passé pour la phase de faisabilité",Study,2025-09-18 13:10:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,60000.0,60000.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7370,GRENAT- Avenant#16,39000.0,100,FTK,,Update prix indus et accompte MW Metal Fix 2,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,39000.0,39000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7371,LESATH-AB,70000.0,5,,,Reprise anablue,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,70000.0,3500.0,7965,24384.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7372,Grenat-Avenant 17,303500.0,100,FTK,,Metal fix 2,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,303500.0,303500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7373,ASIC pour empreinte,0.0,5,,,Projet ASIC pour capteur empreinte digital pour Smartphone,Opportunity,2025-09-18 01:46:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,1115,4975.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7374,ASIC,0.0,1,,,Projet ASIC,Opportunity,2025-09-18 02:43:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,5768,24450.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7375,ALYA-Avenant2,25000.0,50,,,Faisabilité,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,25000.0,12500.0,1076,20984.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7376,ERRAKIS,1200000.0,30,,,P&R en GF22FDX,Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,1200000.0,360000.0,19891,24532.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7377,DENEB - Avenant2 WP1.a,27000.0,100,Desogn_Service,,Change uArch IP2,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,27000.0,27000.0,4299,4629.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7378,SALM,130000.0,100,Preetude,,"Feasibility pour circuit avec RISC-V
Circuit HT 230°C

Commandé par Partenaires FC",Study,2025-09-18 16:11:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,130000.0,130000.0,1157,1249.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7379,Charav1b - complement conso,20000.0,100,FTK,,Réduction de conso suite à WP4 Charav1b,Opportunity,2025-09-18 18:14:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,20000.0,20000.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7380,BEEMIN Avenant 4,8000.0,100,Desogn_Service,,10 jours supp,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,8000.0,8000.0,1072,19803.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7381,ASIC BATEN,1600000.0,0,,,"Selon résultat étude de faisabilité
Décision au niveau CA de BeFC au regard des montants pour faire l'ASIC ...

Abandon car jugé investissement trop grand avec cette levée de fonds en Série A ... Aleksandrs ""déçu"" et des paroles très positives sur l'expérience avec l'équipe.

Planifier appel régulier - dans 6 mois ...",Opportunity,,2025-09-18,31,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1600000.0,0.0,18691,23288.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7382,CAIRCPU-ASIC,180000.0,10,,,"Selon les résultats de la phase de faisabilité

Peu de retour de Cairdac à ce stade (à voir après le break estival)

Aucun retour du client sur ce projet - intérêt ou priorité manifestement très bas",Opportunity,2025-09-18 20:54:00,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,180000.0,18000.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7383,SUBRA2-FDC,150000.0,20,,,"Etude faisa

SERCEL n'a pas ressentit l'aspect collaboratif chez IC'Alps.
",Opportunity,,2025-09-18,39,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,150000.0,30000.0,1071,1041.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
