record_id,deal_name,pipeline,deal_stage,deal_status,transformation_notes,deal_amount,deal_forecast,deal_certainty,deal_type,deal_source,deal_brand,deal_notes,deal_category,deal_created_date,deal_close_date,deal_company_id,deal_contact_id,deal_owner,original_stage,original_status,processing_date
7316,Grenat - lot prod 1-2,Sales Pipeline,Closed Won,Won,Deal successfully closed,450000.0,450000.0,100,Production,,ICALPS,Premiers lots de production,Opportunity,2025-09-18 03:55:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7317,Grenat - Régularisation $,Sales Pipeline,Closed Won,Won,Deal successfully closed,4750.0,4750.0,100,FTK,,ICALPS,Régulariser le prix des dépenses en $ au réél,Opportunity,2025-09-18 05:26:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7318,ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Projet ASIC mais pas de budget pour 2022,Opportunity,2025-09-18 06:17:00,2025-09-18,19761,23307.0,27,Identification,Abandonne,18/09/2025
7319,P&R,Sales Pipeline,Identified,In Progress,Default mapping applied,0.0,0.0,20,,,ICALPS,Besoin P&R,Opportunity,2025-09-18 07:10:00,2025-09-18,11580,13866.0,27,Qualified,Abandonne,18/09/2025
7320,NX-TC7,Sales Pipeline,Identified,In Progress,Default mapping applied,195000.0,195000.0,40,Desogn_Service,,ICALPS,P&R testchip en 7nm,Opportunity,2025-09-18 08:15:00,2025-09-18,3180,23327.0,27,Construction offre,Abandonne,18/09/2025
7321,Renfort Layout-2,Sales Pipeline,Closed Won,Won,Deal successfully closed,24600.0,24600.0,100,Desogn_Service,,ICALPS,Suite mission Layout sur techno XFab 0.18,Opportunity,,2025-09-18,4246,19846.0,34,Negotiating,Won,18/09/2025
7322,MIRZA - portage MIRA sur noeuds avancés,Studies Pipeline,Closed Won,Won,Deal successfully closed,35000.0,35000.0,100,Preetude,,ICALPS,"Etude de faisabilité pour envisager un portage de 
- PULSE vers techno SOI 180nm ou un peu plus fine (XT018 -> XT011 ou autres ...?)
- ACQ vers 22 nm (GF ?)",Study,,2025-09-18,3179,3284.0,31,Negotiating,Won,18/09/2025
7323,STAR03,Sales Pipeline,Closed Won,Won,Deal successfully closed,157000.0,157000.0,100,Desogn_Service,,ICALPS,Design et P&R,Opportunity,,2025-09-18,4287,4554.0,27,Negotiating,Won,18/09/2025
7324,CEIBO,Sales Pipeline,Identified,In Progress,Default mapping applied,445000.0,445000.0,50,,,ICALPS,"Design et P&R sous système avec MCU

Devis sans CPU à 375 k",Opportunity,,2025-09-18,1095,1104.0,27,Construction offre,Abandonne,18/09/2025
7325,Renfort Layout-1.2,Sales Pipeline,Closed Won,Won,Deal successfully closed,13200.0,13200.0,100,Desogn_Service,,ICALPS,"Layout sur techno XFab 0.18
intervention de juin à octobre (TO planifié en 11/2022)
avec possibilité de travail en remote (après 2 à 3 jours sur site à Clamart)
1 contrainte : utilisation des outils Mentor (Microport en contrat avec Mentor jusqu'à fin 2022, avant d'envisager un basculement vers Cadence/Virtuoso pour l efutur)

2e commande sur l'offre Renfort Layout",Opportunity,,2025-09-18,4246,19846.0,34,Negotiating,Won,18/09/2025
7326,Design ASIC,Sales Pipeline,Closed Won,Won,Deal successfully closed,70000.0,70000.0,100,Desogn_Service,,ICALPS,"Application : Interface capteur Gaz
Partition logique 
Design RTL
Synthèse RTL 
PnR",Opportunity,,2025-09-18,19796,24377.0,34,Negotiating,Won,18/09/2025
7327,Support CAD,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),40000.0,40000.0,0,,,ICALPS,"Mission de support CAD sur l'année
Ressource 20% d'un temps plein

Pas de ressource pour répondre à ce besoin",Opportunity,,2025-09-18,4246,19846.0,31,Construction offre,Abandonne,18/09/2025
7328,Etude Faisabilité POLLUX,Studies Pipeline,Closed Won,Won,Deal successfully closed,105000.0,105000.0,100,Preetude,,ICALPS,"Étude de faisabilité pour l'analyse du Neurone : Surface et performance.
L’étude doit permettre de prendre une décision de GO/NoGo de la part du client.",Study,2025-09-18 00:57:00,2025-09-18,11714,24374.0,27,Negotiating,Won,18/09/2025
7329,DENEB Avenant 1-WP1,Sales Pipeline,Closed Won,Won,Deal successfully closed,175000.0,175000.0,100,Desogn_Service,,ICALPS,+50% IPO/IP3,Opportunity,2025-09-18 22:32:00,2025-09-18,4299,4629.0,27,Negotiating,Won,18/09/2025
7330,LESATH-OTT,Sales Pipeline,Identified,In Progress,Default mapping applied,0.0,0.0,50,Desogn_Service,,ICALPS,Reprise bloc digital et P&R,Opportunity,2025-09-18 06:47:00,2025-09-18,7965,9540.0,27,Qualified,Abandonne,18/09/2025
7331,Design ASIC - Carte SIM,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1800000.0,1800000.0,0,FTK,,ICALPS,"En partenariat avec Tiempo

Abandon car aucun retour de longs mois ...",Opportunity,2025-09-18 14:57:00,2025-09-18,19801,24381.0,31,Construction offre,Abandonne,18/09/2025
7332,ADC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1.0,1.0,5,Desogn_Service,,ICALPS,"Design d'un ASIC intégrant un ADC
Application : Impedance Spectroscopy",Opportunity,,2025-09-18,19787,24350.0,27,Qualified,Abandonne,18/09/2025
7333,Etude faisabilité VENATOR,Studies Pipeline,Closed Won,Won,Deal successfully closed,80000.0,80000.0,100,Preetude,,ICALPS,Étude de faisabilité pour déterminer le prix par puce atteignable.,Study,,2025-09-18,19776,24332.0,31,Negotiating,Won,18/09/2025
7334,DENEB-Avenant 1 WP1.1,Sales Pipeline,Closed Won,Won,Deal successfully closed,548000.0,548000.0,100,Desogn_Service,,ICALPS,"Débug IP0 à IP3 48
IP4-7 250
Top level 250

discussion complexe pour finaliser IP0-IP3 avant les autres IP + le top",Opportunity,2025-09-18 21:33:00,2025-09-18,4299,4629.0,27,Negotiating,Won,18/09/2025
7335,TTT22 avenant 1,Sales Pipeline,Closed Won,Won,Deal successfully closed,21000.0,21000.0,100,Desogn_Service,,ICALPS,Affermissement Option power switch,Opportunity,2025-09-18 13:44:00,2025-09-18,9103,10859.0,27,Negotiating,Won,18/09/2025
7336,Banga,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,1030000.0,1030000.0,0,,,ICALPS,"Low-Power SRAM Test-Chip

Sélection d'un partenaire plus gros : IC'Alps trop petit et pas assez d'expérience sur noeud avancé => Retex à faire car pas possible de continuer à répondre si toujours le même retour",Opportunity,,2025-09-18,10456,23299.0,31,Negotiating,Lost,18/09/2025
7337,DAC IP - 5nm - Migration,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,5,,,ICALPS,"At this moment, we are looking for a DAC IP, in an AVS application shown below. The DAC resides in our ASIC which will be on 5nm TSMC process node. 
We want to interface with an external DC/DC converter and control its output – Vavs. 

Technical Specs
•	Resolution: 8 bit
•	Voltage range: [0.4-0.8]*0.6 = 0.24V to 0.48V.
                    LSB step size is 240 mV / 256 = 0.9375 mV 
•	INL/DNL <= 1 LSB
•	Output resistance: TBD
•	Current driving capability: TBD",Opportunity,,2025-09-18,19809,24386.0,27,Identification,Abandonne,18/09/2025
7338,PYX02-Avenant1,Sales Pipeline,Closed Won,Won,Deal successfully closed,12000.0,12000.0,100,Desogn_Service,,ICALPS,Prolongation mission,Opportunity,2025-09-18 20:31:00,2025-09-18,9016,23259.0,27,Negotiating,Won,18/09/2025
7339,LESATH-Avenant1,Sales Pipeline,Closed Won,Won,Deal successfully closed,55000.0,55000.0,100,Desogn_Service,,ICALPS,Reprise code RTL,Opportunity,,2025-09-18,7965,9540.0,27,Negotiating,Won,18/09/2025
7340,ALYA-Avenant1,Sales Pipeline,Closed Won,Won,Deal successfully closed,80000.0,80000.0,100,Desogn_Service,,ICALPS,Poursuite préétude,Opportunity,,2025-09-18,1076,20984.0,27,Negotiating,Won,18/09/2025
7341,GRENAT - Marge prod lot1-2,Sales Pipeline,Closed Won,Won,Deal successfully closed,20172.0,20172.0,100,Production,,ICALPS,marge sur prod,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7342,Avenant 1,Sales Pipeline,Closed Won,Won,Deal successfully closed,12000.0,12000.0,100,Desogn_Service,,ICALPS,Design partition logique Asic OxygenB,Opportunity,2025-09-18 05:12:00,2025-09-18,19796,24377.0,34,Negotiating,Won,18/09/2025
7343,CAPH,Sales Pipeline,Negotiate,In Progress,Mapped to Sales Pipeline,1200000.0,1200000.0,1,FTK,,ICALPS,Nettoyage panneau solaire. Driveur et pulse du piezo. Envoi email mais données trop floues,Opportunity,,2025-09-18,19839,24456.0,27,Construction offre,In Progress,18/09/2025
7344,Traitement wafer 3,Sales Pipeline,Closed Won,Won,Deal successfully closed,4500.0,4500.0,100,FTK,,ICALPS,Test d'un 3ème wafer,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7345,Chara v1b,Sales Pipeline,Closed Won,Won,Deal successfully closed,468000.0,468000.0,100,FTK,,ICALPS,"v1b - 12 mois - 488 k€ (GDSII en 3 mois ...)
avec évolution à minima
+ ajout hot lot (20k€)
- tooling WLCSP (40 k€) à facturer que si nouveau",Opportunity,2025-09-18 06:11:00,2025-09-18,3176,3278.0,31,Negotiating,Won,18/09/2025
7346,Etude conso Chara v2,Sales Pipeline,Closed Won,Won,Deal successfully closed,40000.0,40000.0,100,FTK,,ICALPS,"étude chara v2 - 3 à 4 mois - 70 k€
réduction à 2 mois pour essai avant chara v1b => 40 k€",Opportunity,2025-09-18 07:07:00,2025-09-18,3176,3278.0,31,Negotiating,Won,18/09/2025
7347,Pré industrialisation Chara v1,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),245000.0,245000.0,0,,,ICALPS,7 à 9 mois - 245 k€,Opportunity,2025-09-18 09:06:00,2025-09-18,3176,3278.0,31,Negotiating,Abandonne,18/09/2025
7348,ASIC BLE+M23,Sales Pipeline,Identified,In Progress,Default mapping applied,400000.0,400000.0,30,,,ICALPS,Bloc BLE+M23,Opportunity,,2025-09-18,4342,24462.0,27,Construction offre,Abandonne,18/09/2025
7349,Design ADC Ultra Low Power,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Pour un ASIC qui sera réalisé par IC-Logic,Opportunity,2025-09-18 00:58:00,2025-09-18,19844,24461.0,34,Identification,Abandonne,18/09/2025
7350,ASIC Driver LED,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1.0,1.0,1,,,ICALPS,"Developpement d'un ASIC pour une plateforme de Driver LED.
Marché : Automobile
A l'etude comme solution alternative aux COTS actuels.",Opportunity,2025-09-18 12:16:00,2025-09-18,19841,24458.0,27,Identification,Abandonne,18/09/2025
7351,SUBRA2-TIA,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,75000.0,75000.0,30,,,ICALPS,"Besoin d'une préétude pour design analogique.
SERCEL n'a pas ressentit l'aspect collaboratif chez IC'Alps.
",Opportunity,,2025-09-18,1071,1041.0,39,Construction offre,Lost,18/09/2025
7353,Projet collaboratif,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Dois regarder notre participation à un projet,Opportunity,,2025-09-18,9187,11012.0,27,Identification,Abandonne,18/09/2025
7354,LILII,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1480000.0,1480000.0,1,FTK,,ICALPS,NDA en cours de signature,Opportunity,,2025-09-18,19821,24415.0,27,Construction offre,Abandonne,18/09/2025
7355,LESATH-Avenant2,Sales Pipeline,Closed Won,Won,Deal successfully closed,15000.0,15000.0,100,Desogn_Service,,ICALPS,Modification du LEF,Opportunity,,2025-09-18,7965,9540.0,27,Negotiating,Won,18/09/2025
7356,BEEMIN - Avenant3,Sales Pipeline,Closed Won,Won,Deal successfully closed,8000.0,8000.0,100,Desogn_Service,,ICALPS,Add work,Opportunity,,2025-09-18,1072,19803.0,27,Negotiating,Won,18/09/2025
7357,P&R circuit GF 22,Sales Pipeline,Identified,In Progress,Default mapping applied,0.0,0.0,50,,,ICALPS,Projet avec ATOS et Menta. P&R du ciircuit complet,Opportunity,,2025-09-18,9103,10859.0,27,Qualified,Abandonne,18/09/2025
7358,TTU55,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),245000.0,245000.0,1,,,ICALPS,Theta et Talita en UMC55,Opportunity,,2025-09-18,9103,10859.0,27,Negotiating,Abandonne,18/09/2025
7359,TTT22 - 6 corners add,Sales Pipeline,Closed Won,Won,Deal successfully closed,6000.0,6000.0,100,Desogn_Service,,ICALPS,6 corners add selon option contrat,Opportunity,2025-09-18 11:16:00,2025-09-18,9103,10859.0,27,Negotiating,Won,18/09/2025
7360,Asic Design for 2 customers,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1.0,1.0,5,FTK,,ICALPS,A clarifier avec Joao,Opportunity,,2025-09-18,19835,24447.0,27,Identification,Abandonne,18/09/2025
7361,ASIC en interface avec MEMS,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1.0,1.0,5,FTK,,ICALPS,Développement d'un ASIC en interface avec les MEMS de Memperience,Opportunity,,2025-09-18,19843,24460.0,27,Identification,Abandonne,18/09/2025
7362,P&R TSMC N5A,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,500000.0,500000.0,0,Desogn_Service,,ICALPS,"Discussion préliminaire pour P&R + supply d'un circuit en TSMC 7nm pour application automotive

Suite à hebdo du 01/06, choix de la techno en N5A
Et session à 3 avec GUC le 27/06 chez VSora

+ call toutes les 2 semaines avec Khaled

Pas top embarqué avec l'arrivée de Alphawave dans le périmètre (info de début 02/2024)",Opportunity,2025-09-18 19:56:00,2025-09-18,1139,1190.0,31,Evaluation technique,Lost,18/09/2025
7363,Cellule DFF spécifique,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),23000.0,23000.0,0,,,ICALPS,"en technologie GF22

Echanges avec Thomas/Lucille/Guillaume : Ok pour offre budgétaire ce 24/01

Mais décision marketing pas encore entérinée chez Menta

0 nouvelle + départ de Philippe Piquet => passage en Abandon ce 17/11/23",Opportunity,2025-09-18 16:42:00,2025-09-18,4345,24513.0,31,Evaluation technique,Abandonne,18/09/2025
7364,Bloc MSC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,0,,,ICALPS,"IP MicroSecond Channel - RTL design + verification (selon spécifications document Infineon) pour application automotive

Et demandes complémentaires pour DfT et implémentation physique

Décision le 30/01 de ne pas se positionner car ressources fort occupées + priorité aux projets ASIC complets et production si possible plutôt que bloc RTL",Opportunity,2025-09-18 22:18:00,2025-09-18,4235,4390.0,31,Qualified,Abandonne,18/09/2025
7365,ASIC avec eFPGA,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,10,,,ICALPS,"Mise en contact par Menta
ASIC pour application de véhicule à conduite autonome",Opportunity,,2025-09-18,19884,24514.0,31,Qualified,Abandonne,18/09/2025
7366,Grenat - Lot Prod 3,Sales Pipeline,Closed Won,Won,Deal successfully closed,234261.0,234261.0,100,Production,,ICALPS,Prod + 7% energy,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7367,GRENAT - Marge prod lot 3,Sales Pipeline,Closed Won,Won,Deal successfully closed,10086.0,10086.0,100,Production,,ICALPS,Marge Lot prod 3,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7368,CAIRCPU,Studies Pipeline,Closed Won,Won,Deal successfully closed,60000.0,60000.0,100,Preetude,,ICALPS,"CPU ARM pour ebarquer la thérapie entre Chara et le RSL10
Offre jusqu'à GDSII : 240 k€
Pototypage restant à budgéter + planning selon choix de la technologie

Commande passé pour la phase de faisabilité",Study,2025-09-18 13:10:00,2025-09-18,3176,3277.0,31,Negotiating,Won,18/09/2025
7370,GRENAT- Avenant#16,Sales Pipeline,Closed Won,Won,Deal successfully closed,39000.0,39000.0,100,FTK,,ICALPS,Update prix indus et accompte MW Metal Fix 2,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7371,LESATH-AB,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),70000.0,70000.0,5,,,ICALPS,Reprise anablue,Opportunity,,2025-09-18,7965,24384.0,27,Negotiating,Abandonne,18/09/2025
7372,Grenat-Avenant 17,Sales Pipeline,Closed Won,Won,Deal successfully closed,303500.0,303500.0,100,FTK,,ICALPS,Metal fix 2,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7373,ASIC pour empreinte,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,5,,,ICALPS,Projet ASIC pour capteur empreinte digital pour Smartphone,Opportunity,2025-09-18 01:46:00,2025-09-18,1115,4975.0,27,Identification,Abandonne,18/09/2025
7374,ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Projet ASIC,Opportunity,2025-09-18 02:43:00,2025-09-18,5768,24450.0,27,Identification,Abandonne,18/09/2025
7375,ALYA-Avenant2,Sales Pipeline,Identified,In Progress,Default mapping applied,25000.0,25000.0,50,,,ICALPS,Faisabilité,Opportunity,,2025-09-18,1076,20984.0,27,Negotiating,Abandonne,18/09/2025
7376,ERRAKIS,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,1200000.0,1200000.0,30,,,ICALPS,P&R en GF22FDX,Opportunity,,2025-09-18,19891,24532.0,27,Construction offre,Lost,18/09/2025
7377,DENEB - Avenant2 WP1.a,Sales Pipeline,Closed Won,Won,Deal successfully closed,27000.0,27000.0,100,Desogn_Service,,ICALPS,Change uArch IP2,Opportunity,,2025-09-18,4299,4629.0,27,Negotiating,Won,18/09/2025
7378,SALM,Studies Pipeline,Closed Won,Won,Deal successfully closed,130000.0,130000.0,100,Preetude,,ICALPS,"Feasibility pour circuit avec RISC-V
Circuit HT 230°C

Commandé par Partenaires FC",Study,2025-09-18 16:11:00,2025-09-18,1157,1249.0,27,Negotiating,Won,18/09/2025
7379,Charav1b - complement conso,Sales Pipeline,Closed Won,Won,Deal successfully closed,20000.0,20000.0,100,FTK,,ICALPS,Réduction de conso suite à WP4 Charav1b,Opportunity,2025-09-18 18:14:00,2025-09-18,3176,3277.0,31,Negotiating,Won,18/09/2025
7380,BEEMIN Avenant 4,Sales Pipeline,Closed Won,Won,Deal successfully closed,8000.0,8000.0,100,Desogn_Service,,ICALPS,10 jours supp,Opportunity,,2025-09-18,1072,19803.0,27,Negotiating,Won,18/09/2025
7381,ASIC BATEN,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1600000.0,1600000.0,0,,,ICALPS,"Selon résultat étude de faisabilité
Décision au niveau CA de BeFC au regard des montants pour faire l'ASIC ...

Abandon car jugé investissement trop grand avec cette levée de fonds en Série A ... Aleksandrs ""déçu"" et des paroles très positives sur l'expérience avec l'équipe.

Planifier appel régulier - dans 6 mois ...",Opportunity,,2025-09-18,18691,23288.0,31,Construction offre,Abandonne,18/09/2025
7382,CAIRCPU-ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),180000.0,180000.0,10,,,ICALPS,"Selon les résultats de la phase de faisabilité

Peu de retour de Cairdac à ce stade (à voir après le break estival)

Aucun retour du client sur ce projet - intérêt ou priorité manifestement très bas",Opportunity,2025-09-18 20:54:00,2025-09-18,3176,3277.0,31,Evaluation technique,Abandonne,18/09/2025
7383,SUBRA2-FDC,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,150000.0,150000.0,20,,,ICALPS,"Etude faisa

SERCEL n'a pas ressentit l'aspect collaboratif chez IC'Alps.
",Opportunity,,2025-09-18,1071,1041.0,39,Construction offre,Lost,18/09/2025
7384,SUBRA2-AAC,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,20,,,ICALPS,Etude Faisa,Opportunity,,2025-09-18,1071,1041.0,39,Qualified,Lost,18/09/2025
7385,BEEMIN2,Sales Pipeline,Identified,In Progress,Mapped to Sales Pipeline,400000.0,400000.0,10,Desogn_Service,,ICALPS,P&R Target et Performance en autre process,Opportunity,,2025-09-18,1072,19803.0,27,Identification,In Progress,18/09/2025
7386,Migration design,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,Migration d'un design,Opportunity,,2025-09-18,5795,7079.0,27,Qualified,Abandonne,18/09/2025
7387,Adaptation TPMP (P&R) sur circuit existant,Sales Pipeline,Identified,In Progress,Default mapping applied,100000.0,100000.0,25,,,ICALPS,"Estimation : 2 mois de travail
Budget 100 k€
A faire en salle sécurisé si notifié (le client essaye de voir si une approche par RDL possible de leur côté)",Opportunity,2025-09-18 03:34:00,2025-09-18,2153,2217.0,31,Qualified,Abandonne,18/09/2025
7388,GIENA - Préétude,Studies Pipeline,Closed Won,Won,Deal successfully closed,60000.0,60000.0,100,Preetude,,ICALPS,Etude soc MCU,Study,2025-09-18 19:24:00,2025-09-18,20932,25596.0,27,Negotiating,Won,18/09/2025
7389,TTT07,Sales Pipeline,Identified,In Progress,Default mapping applied,560000.0,560000.0,20,,,ICALPS,Theta et Talita en N7 de TSMC,Opportunity,,2025-09-18,9103,10859.0,27,Negotiating,Abandonne,18/09/2025
7390,TTS18,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),399000.0,399000.0,10,,,ICALPS,Theta et Talita en ST P18,Opportunity,,2025-09-18,9103,10859.0,27,Negotiating,Abandonne,18/09/2025
7391,Grenat - Avenant xx BGA,Sales Pipeline,Identified,In Progress,Default mapping applied,460000.0,460000.0,20,FTK,,ICALPS,BGA,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Abandonne,18/09/2025
7392,VERITATE,Sales Pipeline,Identified,In Progress,Default mapping applied,1300000.0,1300000.0,30,,,ICALPS,Projet ASIC,Opportunity,2025-09-18 01:37:00,2025-09-18,19826,24426.0,27,Construction offre,Abandonne,18/09/2025
7393,OxygenB-CG,Sales Pipeline,Identified,In Progress,Default mapping applied,20000.0,20000.0,50,,,ICALPS,Ajout clock gating,Opportunity,2025-09-18 02:58:00,2025-09-18,19796,24377.0,27,Construction offre,Abandonne,18/09/2025
7394,ASIC Ledger inside - Lavrec,Sales Pipeline,Identified,In Progress,Default mapping applied,5000000.0,5000000.0,30,,,ICALPS,"Projet crypto paiement.
Projet en HOLD, décision du management.",Opportunity,2025-09-18 04:15:00,2025-09-18,11675,25593.0,39,Construction offre,Abandonne,18/09/2025
7395,Hot Lot Wafer - proto Chara v1b,Sales Pipeline,Closed Won,Won,Deal successfully closed,8000.0,8000.0,100,FTK,,ICALPS,Accélérer la fab wafer avec option hot lot wafer,Opportunity,,2025-09-18,3176,3277.0,31,Negotiating,Won,18/09/2025
7396,Grenat - Lot Prod 4,Sales Pipeline,Closed Won,Won,Deal successfully closed,234261.0,234261.0,100,Production,,ICALPS,Lot de prod 4,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7397,GRENAT - Marge prod lot 4,Sales Pipeline,Closed Won,Won,Deal successfully closed,10086.0,10086.0,100,Production,,ICALPS,Marge prod lot 4,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7398,ASIC pour MEMS - faisabilité,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),70000.0,70000.0,1,,,ICALPS,"ASIC pour piloter leur MEMS dans application haut-parleur dans écouteur.

Démarche commerciale via Adi - KAL notre agent en Israel

Dossier complexe avec discussion SonicEdge - DOLIAM pour partenariat plus complet ... Probablement pas d'avancée côté ASIC avec IC'Alps tant que pas picture globale",Opportunity,,2025-09-18,20936,25598.0,27,Negotiating,Abandonne,18/09/2025
7399,Clone du circuit Vishay SI9117,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,0,,,ICALPS,"Obsolescence mais nombre de produits chez eux avec ce circuits.

Compte géré via notre agent en Israel : Adi de KAL

Enercon a trouvé une société avec des circuits (clone ?) déjà disponibles - à voir dans un second temps si ces circuits ne répondent pas à l'intégralité des features ??? => Abandon",Opportunity,2025-09-18 17:30:00,2025-09-18,20937,25601.0,31,Evaluation technique,Abandonne,18/09/2025
7400,TTT22 - Av2,Sales Pipeline,Closed Won,Won,Deal successfully closed,17600.0,17600.0,100,Desogn_Service,,ICALPS,optimisation vitesse,Opportunity,,2025-09-18,9103,10859.0,27,Negotiating,Won,18/09/2025
7401,VEZAD2-IPConv,Sales Pipeline,Closed Won,Won,Deal successfully closed,27000.0,27000.0,100,Desogn_Service,,ICALPS,Dev IP Convolution,Opportunity,,2025-09-18,17566,19963.0,27,Negotiating,Won,18/09/2025
7402,WEZEN - Amendement 1,Sales Pipeline,Closed Won,Won,Deal successfully closed,295000.0,295000.0,100,Desogn_Service,,ICALPS,"Evolution de la stratégie (sans test chip)
+options complémentaires

Décision avant fin juin 2023

290 k€ de plus",Opportunity,,2025-09-18,2153,2217.0,31,Negotiating,Won,18/09/2025
7403,Grenat - Avenant 18 ESD,Sales Pipeline,Closed Won,Won,Deal successfully closed,7500.0,7500.0,100,FTK,,ICALPS,Add work esd,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7404,Suite projet ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,Décliné car client trop compliqué,Opportunity,,2025-09-18,1119,1149.0,27,Identification,Abandonne,18/09/2025
7405,Projet ASIC médical,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,FTK,,ICALPS,ASIC medical,Opportunity,,2025-09-18,20931,25591.0,27,Qualified,Abandonne,18/09/2025
7406,Design sous system,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,Sous-systeme PCIe ou DDR,Opportunity,,2025-09-18,17288,19319.0,27,Evaluation technique,Abandonne,18/09/2025
7407,Tristan,Sales Pipeline,Closed Won,Won,Deal successfully closed,365000.0,365000.0,100,Desogn_Service,,ICALPS,"Evocation lors de rencontre Synopsys le 15/06 à Grenoble d'un besoin à venir après l'été sur l'adaptation de bloc, voire le portage d'AISC vers différentes technos (manque de ressources en interne chez eux)",Opportunity,,2025-09-18,4718,4915.0,27,Negotiating,Won,18/09/2025
7409,REDA100G - specification & architecture,Studies Pipeline,Identified,In Progress,Default mapping applied,100000.0,100000.0,50,Preetude,,ICALPS,"Le retour du circuit à 100G

L'ASIC 10G en cours avec une équipe de Design intel mais cela ne se passe pas au top semble-t-il ...
RfQ reçue ce 24/08

Compte géré par Adi

Nouvelle spec à venir avant fin 2023

New offer on 05/13/2024

=> intégrer dans l'offre complète avec fais + design + proto + production",Study,2025-09-18 18:05:00,2025-09-18,18600,25616.0,31,Negotiating,Abandonne,18/09/2025
7410,NTAG21X clone asic,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,,,ICALPS,"NFC Tag, clone d'un produit NXP.
Mauvais service pendant la période d'allocation.
Aucune nouvelle du client qui ne semble plus intéressé pour le clonage",Opportunity,,2025-09-18,20940,25617.0,39,Qualified,Abandonne,18/09/2025
